Model Outputs
100
,,Sub4:LHeadAngles,,,Sub4:LNeckAngles,,,Sub4:LThoraxAngles,,,Sub4:RHeadAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
994,0,-9.06884,2.43235,7.64541,-8.63303,-3.64965,-4.69823,18.0981,-0.0714913,2.48524,-9.06884,-2.43235,-7.64541
995,0,-8.98155,2.45455,7.74126,-8.70529,-3.69322,-4.75876,18.0919,-0.0686716,2.51127,-8.98155,-2.45455,-7.74126
996,0,-8.89609,2.47321,7.84167,-8.77603,-3.73261,-4.82328,18.0858,-0.0644208,2.53836,-8.89609,-2.47321,-7.84167
997,0,-8.81227,2.4888,7.94772,-8.84541,-3.76856,-4.89362,18.0799,-0.058807,2.56567,-8.81227,-2.4888,-7.94772
998,0,-8.72992,2.50225,8.06106,-8.91343,-3.80241,-4.97214,18.0742,-0.0519472,2.5923,-8.72992,-2.50225,-8.06106
999,0,-8.64887,2.51502,8.18375,-8.97991,-3.83611,-5.06161,18.0688,-0.0439938,2.61733,-8.64887,-2.51502,-8.18375
1000,0,-8.56896,2.529,8.31819,-9.04474,-3.87214,-5.16496,18.0638,-0.035136,2.63984,-8.56896,-2.529,-8.31819
1001,0,-8.49007,2.54598,8.46702,-9.10788,-3.913,-5.2852,18.0595,-0.0255938,2.65914,-8.49007,-2.54598,-8.46702
1002,0,-8.41214,2.56734,8.63292,-9.16945,-3.96085,-5.4252,18.0565,-0.0156424,2.67474,-8.41214,-2.56734,-8.63292
1003,0,-8.33506,2.59378,8.81815,-9.22965,-4.01723,-5.58722,18.0554,-0.00565037,2.68647,-8.33506,-2.59378,-8.81815
1004,0,-8.25858,2.62551,9.02409,-9.28871,-4.08313,-5.77242,18.0562,0.00394996,2.69444,-8.25858,-2.62551,-9.02409
1005,0,-8.18234,2.66247,9.25113,-9.34678,-4.15904,-5.98077,18.0591,0.0127609,2.699,-8.18234,-2.66247,-9.25113
1006,0,-8.10599,2.70451,9.4989,-9.40377,-4.24512,-6.21137,18.0637,0.0204976,2.70073,-8.10599,-2.70451,-9.4989
1007,0,-8.02921,2.75146,9.76651,-9.45933,-4.34122,-6.46276,18.0696,0.0269948,2.70023,-8.02921,-2.75146,-9.76651
1008,0,-7.95171,2.80309,10.0526,-9.51303,-4.44699,-6.73298,18.0759,0.0321718,2.69816,-7.95171,-2.80309,-10.0526
1009,0,-7.87313,2.85909,10.3554,-9.5646,-4.56181,-7.01973,18.082,0.0360121,2.6951,-7.87313,-2.85909,-10.3554
1010,0,-7.79298,2.919,10.6729,-9.61414,-4.68492,-7.32055,18.0876,0.0385782,2.69156,-7.79298,-2.919,-10.6729
1011,0,-7.7108,2.98222,11.003,-9.66205,-4.81533,-7.6332,18.0923,0.0400157,2.6879,-7.7108,-2.98222,-11.003
1012,0,-7.62638,3.04792,11.3441,-9.7087,-4.95181,-7.9558,18.0962,0.0405293,2.68435,-7.62638,-3.04792,-11.3441
1013,0,-7.53989,3.11517,11.6943,-9.75428,-5.09293,-8.28659,18.0994,0.0403494,2.68108,-7.53989,-3.11517,-11.6943
1014,0,-7.45169,3.18307,12.0513,-9.79891,-5.23722,-8.62337,18.1021,0.0396916,2.67818,-7.45169,-3.18307,-12.0513
1015,0,-7.36221,3.25087,12.4125,-9.84265,-5.38329,-8.96357,18.1043,0.0387243,2.67572,-7.36221,-3.25087,-12.4125
1016,0,-7.27181,3.31793,12.7752,-9.8856,-5.52987,-9.30463,18.1062,0.037568,2.67369,-7.27181,-3.31793,-12.7752
1017,0,-7.18073,3.38369,13.1368,-9.92794,-5.67591,-9.64429,18.1079,0.0363262,2.67201,-7.18073,-3.38369,-13.1368
1018,0,-7.08888,3.44789,13.4954,-9.97009,-5.82071,-9.98068,18.1093,0.0351163,2.67058,-7.08888,-3.44789,-13.4954
1019,0,-6.9958,3.51055,13.8491,-10.0129,-5.964,-10.312,18.1107,0.0340681,2.66919,-6.9958,-3.51055,-13.8491
1020,0,-6.90066,3.57195,14.1961,-10.0575,-6.10587,-10.6368,18.1121,0.033298,2.66757,-6.90066,-3.57195,-14.1961
1021,0,-6.80272,3.63243,14.5351,-10.1048,-6.24648,-10.9538,18.1137,0.0329123,2.66546,-6.80272,-3.63243,-14.5351
1022,0,-6.70167,3.69219,14.8652,-10.1553,-6.38585,-11.2621,18.1155,0.0330397,2.66269,-6.70167,-3.69219,-14.8652
1023,0,-6.5977,3.75123,15.186,-10.2089,-6.52369,-11.5615,18.1173,0.0338383,2.65919,-6.5977,-3.75123,-15.186
1024,0,-6.49139,3.80931,15.4976,-10.2651,-6.65949,-11.852,18.1191,0.0354545,2.65505,-6.49139,-3.80931,-15.4976
1025,0,-6.38353,3.86601,15.8006,-10.3231,-6.79265,-12.1343,18.1208,0.0379862,2.65051,-6.38353,-3.86601,-15.8006
1026,0,-6.27479,3.92091,16.0957,-10.3824,-6.92266,-12.4086,18.1223,0.0414973,2.64595,-6.27479,-3.92091,-16.0957
1027,0,-6.16569,3.97378,16.3831,-10.4426,-7.04918,-12.675,18.1237,0.0460428,2.64189,-6.16569,-3.97378,-16.3831
1028,0,-6.05657,4.02466,16.663,-10.5036,-7.17216,-12.9328,18.125,0.0516405,2.63892,-6.05657,-4.02466,-16.663
1029,0,-5.94779,4.07364,16.9348,-10.5654,-7.29158,-13.181,18.1265,0.0582105,2.63757,-5.94779,-4.07364,-16.9348
1030,0,-5.84002,4.12064,17.1966,-10.6277,-7.40701,-13.4175,18.1283,0.0655492,2.63812,-5.84002,-4.12064,-17.1966
1031,0,-5.73464,4.16525,17.4443,-10.69,-7.5172,-13.6387,18.1306,0.0733472,2.64054,-5.73464,-4.16525,-17.4443
1032,0,-5.63408,4.20666,17.6722,-10.7511,-7.61994,-13.8397,18.1334,0.0812104,2.64446,-5.63408,-4.20666,-17.6722
1033,0,-5.54203,4.24374,17.873,-10.8086,-7.71206,-14.0146,18.1366,0.0886692,2.64921,-5.54203,-4.24374,-17.873
1034,0,-5.46314,4.2751,18.0391,-10.859,-7.78978,-14.1578,18.1399,0.0952021,2.65404,-5.46314,-4.2751,-18.0391
1035,0,-5.40216,4.29931,18.1638,-10.8987,-7.84936,-14.2642,18.1429,0.100318,2.65819,-5.40216,-4.29931,-18.1638
1036,0,-5.36253,4.3152,18.2431,-10.9247,-7.88803,-14.3314,18.145,0.103681,2.66107,-5.36253,-4.3152,-18.2431
1037,0,-5.34413,4.3227,18.2795,-10.9369,-7.90603,-14.362,18.146,0.105266,2.66245,-5.34413,-4.3227,-18.2795
1038,0,-5.3399,4.32444,18.2878,-10.9397,-7.91018,-14.369,18.1463,0.105635,2.66278,-5.3399,-4.32444,-18.2878
